fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"31451","3261757",Acer,Eschen-Ahorn,Acer negundo,"5","5","1992",Deutschland Namensnennung 2.0,Land Berlin
"31452","3261767",Ulmus,Berg-Ulme,Ulmus glabra,"4","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"31453","3261773",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"10","15","1969",Deutschland Namensnennung 2.0,Land Berlin
"31454","3261775",Acer,Eschen-Ahorn,Acer negundo,"6.5","15","1983",Deutschland Namensnennung 2.0,Land Berlin
"31455","3261794",Acer,Eschen-Ahorn,Acer negundo,"10","15","1982",Deutschland Namensnennung 2.0,Land Berlin
"31456","3261820",Ulmus,Flatter-Ulme,Ulmus laevis,"7","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31457","3261830",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31458","3261831",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31459","3261832",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31460","3261835",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31461","3261838",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31462","3261849",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"31463","3261852",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"31464","3261867",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31465","3261872",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","12","1989",Deutschland Namensnennung 2.0,Land Berlin
"31466","3261880",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"31467","3261886",Liquidambar,Amerikanischer Amberbaum,Liquidambar styraciflua,"4","10","1993",Deutschland Namensnennung 2.0,Land Berlin
"31468","3261912",Tilia,Winter-Linde,Tilia cordata,"1.5","7","2008",Deutschland Namensnennung 2.0,Land Berlin
"31469","3261914",Tilia,Winter-Linde,Tilia cordata,"1.5","7","2008",Deutschland Namensnennung 2.0,Land Berlin
"31470","3261938",Acer,Spitz-Ahorn,Acer platanoides,"5","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"31471","3261939",Populus,Echte Schwarz-Pappel,Populus nigra,"7","27","1995",Deutschland Namensnennung 2.0,Land Berlin
"31472","3261948",Tilia,Sommer-Linde,Tilia platyphyllos,"5","15","1965",Deutschland Namensnennung 2.0,Land Berlin
"31473","3261949",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"11","17","1940",Deutschland Namensnennung 2.0,Land Berlin
"31474","3261962",Tilia,Winter-Linde 'Dilia',Tilia spec.,"2","8","2003",Deutschland Namensnennung 2.0,Land Berlin
"31475","3261965",Tilia,Winter-Linde 'Dilia',Tilia spec.,"9","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"31476","3261978",Acer,Spitz-Ahorn,Acer platanoides,"8","15","1920",Deutschland Namensnennung 2.0,Land Berlin
"31477","3262011",Quercus,,Platanus acerifolia,"6","25","1950",Deutschland Namensnennung 2.0,Land Berlin
"31478","3262021",Acer,Eschen-Ahorn,Acer negundo,"7","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31479","3262022",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1999",Deutschland Namensnennung 2.0,Land Berlin
"31480","3262026",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","10","1975",Deutschland Namensnennung 2.0,Land Berlin
"31481","3262028",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',,"5","2014",Deutschland Namensnennung 2.0,Land Berlin
"31482","3262032",Quercus,Stiel-Eiche,Quercus robur,"5","10.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31483","3262033",Acer,Eschen-Ahorn,Acer negundo,"7","14","1965",Deutschland Namensnennung 2.0,Land Berlin
"31484","3262040",Tilia,Winter-Linde,Tilia cordata,"5","9","1965",Deutschland Namensnennung 2.0,Land Berlin
"31485","3262042",Tilia,Winter-Linde 'Dilia',Tilia spec.,"10","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31486","3262054",Betula,,Betula pendula,"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"31487","3262060",Quercus,,Platanus acerifolia,"6","17.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31488","3262081",Quercus,,Platanus acerifolia,"6","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"31489","3262097",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"10","22","1924",Deutschland Namensnennung 2.0,Land Berlin
"31490","3262099",Tilia,Winter-Linde 'Greenspire',Tilia cordata 'Greenspire',"1.5","8","2006",Deutschland Namensnennung 2.0,Land Berlin
"31491","3262128",Acer,Spitz-Ahorn,Acer platanoides,,"7","2004",Deutschland Namensnennung 2.0,Land Berlin
"31492","3262130",Tilia,Sommer-Linde,Tilia platyphyllos,"5","15","1997",Deutschland Namensnennung 2.0,Land Berlin
"31493","3262134",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"8","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"31494","3262138",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31495","3262150",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31496","3262169",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31497","3262177",Crataegus,Eingriffeliger Weißdorn,Crataegus monogyna,"3","7","1998",Deutschland Namensnennung 2.0,Land Berlin
"31498","3262179",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","15","2000",Deutschland Namensnennung 2.0,Land Berlin
"31499","3262180",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"5","15","2000",Deutschland Namensnennung 2.0,Land Berlin
"31500","3262181",Tilia,Winter-Linde,Tilia cordata,"4","17","1998",Deutschland Namensnennung 2.0,Land Berlin
"31501","3262199",Acer,Spitz-Ahorn 'Globosum',Acer platanoides 'Globosum',"3","4","1995",Deutschland Namensnennung 2.0,Land Berlin
"31502","3262208",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"31503","3262219",Gleditsia,Amerikanische Gleditschie,Gleditsia triacanthos,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"31504","3262221",Acer,Spitz-Ahorn,Acer platanoides,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31505","3262232",Acer,Spitz-Ahorn,Acer platanoides,"8","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31506","3262242",Quercus,,Platanus acerifolia,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31507","3262243",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31508","3262244",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31509","3262246",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31510","3262249",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"31511","3262257",Tilia,Sommer-Linde,Tilia platyphyllos,"5","18","1998",Deutschland Namensnennung 2.0,Land Berlin
"31512","3262265",Populus,,Populus x canadensis Hybride,"12","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"31513","3262267",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31514","3262302",Populus,Simons Pappel,Populus simonii,"10","17","1990",Deutschland Namensnennung 2.0,Land Berlin
"31515","3262306",Tilia,Krim-Linde,Tilia euchlora,"6","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31516","3262311",Acer,Spitz-Ahorn,Acer platanoides,"4","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"31517","3262312",Populus,,Populus x canadensis Hybride,"12","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"31518","3262314",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"5","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"31519","3262327",Quercus,,Platanus acerifolia,"8","12","1997",Deutschland Namensnennung 2.0,Land Berlin
"31520","3262373",Tilia,Winter-Linde,Tilia cordata,"1.5","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"31521","3262377",Populus,Italienische Pappel,Populus nigra 'Italica',"6","25","1985",Deutschland Namensnennung 2.0,Land Berlin
"31522","3262383",Tilia,Winter-Linde,Tilia cordata,"2","12","2000",Deutschland Namensnennung 2.0,Land Berlin
"31523","3262386",Betula,,Betula pendula,"3","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"31524","3262391",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"4","3","2000",Deutschland Namensnennung 2.0,Land Berlin
"31525","3262395",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"31526","3262396",Betula,,Betula pendula,"6","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"31527","3262402",Quercus,,Platanus acerifolia,"8","19","1965",Deutschland Namensnennung 2.0,Land Berlin
"31528","3262407",Acer,Eschen-Ahorn,Acer negundo,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31529","3262419",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"31530","3262439",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31531","3262449",Acer,Spitz-Ahorn,Acer platanoides,"2","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31532","3262455",Quercus,Rot-Eiche,Quercus rubra,"4","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"31533","3262477",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","4","1990",Deutschland Namensnennung 2.0,Land Berlin
"31534","3262480",Acer,Spitz-Ahorn,Acer platanoides,"6","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"31535","3262495",Acer,Spitz-Ahorn,Acer platanoides,"6","13","1982",Deutschland Namensnennung 2.0,Land Berlin
"31536","3262496",Sorbus,Vogelbeere,Sorbus aucuparia,"2","3","1985",Deutschland Namensnennung 2.0,Land Berlin
"31537","3262502",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31538","3262504",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"13","17","1940",Deutschland Namensnennung 2.0,Land Berlin
"31539","3262506",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1930",Deutschland Namensnennung 2.0,Land Berlin
"31540","3262514",Populus,,Populus x canadensis Hybride,"10","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"31541","3262537",Tilia,Krim-Linde,Tilia euchlora,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31542","3262579",Populus,,Populus x canadensis Hybride,"14","25","1960",Deutschland Namensnennung 2.0,Land Berlin
"31543","3262580",Populus,,Populus x canadensis Hybride,"12","25","1970",Deutschland Namensnennung 2.0,Land Berlin
"31544","3262592",Populus,,Populus x canadensis Hybride,"14","35","1950",Deutschland Namensnennung 2.0,Land Berlin
"31545","3262594",Quercus,,Platanus acerifolia,"7","12.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31546","3262603",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1997",Deutschland Namensnennung 2.0,Land Berlin
"31547","3262606",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","10","1993",Deutschland Namensnennung 2.0,Land Berlin
"31548","3262630",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"31549","3262640",Tilia,Sommer-Linde,Tilia platyphyllos,"7","15.5","1965",Deutschland Namensnennung 2.0,Land Berlin
"31550","3262645",Tilia,Sommer-Linde,Tilia platyphyllos,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31551","3262651",Tilia,Krim-Linde,Tilia euchlora,"5.5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31552","3262671",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31553","3262679",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"31554","3262690",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","7","2000",Deutschland Namensnennung 2.0,Land Berlin
"31555","3262703",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1996",Deutschland Namensnennung 2.0,Land Berlin
"31556","3262711",Tilia,Winter-Linde,Tilia cordata,"10","17","1960",Deutschland Namensnennung 2.0,Land Berlin
"31557","3262716",Quercus,Rot-Eiche,Quercus rubra,"8","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"31558","3262718",Tilia,Winter-Linde,Tilia cordata,"13","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31559","3262732",Acer,Spitz-Ahorn,Acer platanoides,"17","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31560","3262755",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"6","9","1985",Deutschland Namensnennung 2.0,Land Berlin
"31561","3262780",Tilia,Sommer-Linde,Tilia platyphyllos,"6","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31562","3262787",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1924",Deutschland Namensnennung 2.0,Land Berlin
"31563","3262794",Populus,Simons Pappel,Populus simonii,"7","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"31564","3262796",Tilia,Sommer-Linde,Tilia platyphyllos,"8","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"31565","3262799",Tilia,Sommer-Linde,Tilia platyphyllos,"8","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31566","3262807",Corylus,Baum-Hasel,Corylus colurna,"6","15","1965",Deutschland Namensnennung 2.0,Land Berlin
"31567","3262809",Corylus,Baum-Hasel,Corylus colurna,"6","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"31568","3262817",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31569","3262826",Acer,Spitz-Ahorn 'Faasen's Black',Acer Platanoides 'Faassen's Black',"8","12","1924",Deutschland Namensnennung 2.0,Land Berlin
"31570","3262844",Tilia,Sommer-Linde,Tilia platyphyllos,"11","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31571","3262847",Populus,Simons Pappel,Populus simonii,"8","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"31572","3262853",Populus,Simons Pappel,Populus simonii,"9","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"31573","3262878",Catalpa,Gewöhnlicher Trompetenbaum,Catalpa bignonioides,"4","4","2006",Deutschland Namensnennung 2.0,Land Berlin
"31574","3262886",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31575","3262892",Tilia,Sommer-Linde,Tilia platyphyllos,"2","10","2009",Deutschland Namensnennung 2.0,Land Berlin
"31576","3262927",Tilia,Winter-Linde,Tilia cordata,"5","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"31577","3262941",Quercus,Rot-Eiche,Quercus rubra,"4","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"31578","3262944",Quercus,Stiel-Eiche,Quercus robur,"3.5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"31579","3262951",Prunus,,Prunus avium,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31580","3262958",Acer,Spitz-Ahorn,Acer platanoides,"8","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"31581","3262978",Quercus,,Platanus acerifolia,"10","18","1990",Deutschland Namensnennung 2.0,Land Berlin
"31582","3262984",Tilia,Winter-Linde,Tilia cordata,"14","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31583","3262996",Betula,,Betula pendula,"7","17","1984",Deutschland Namensnennung 2.0,Land Berlin
"31584","3263006",Prunus,Japanische Blütenkirsche,Prunus serrulata,"2","5","1995",Deutschland Namensnennung 2.0,Land Berlin
"31585","3263009",Tilia,Krim-Linde,Tilia euchlora,"5","17","1987",Deutschland Namensnennung 2.0,Land Berlin
"31586","3263011",Tilia,Winter-Linde,Tilia cordata,"7","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"31587","3263021",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"31588","3263024",Tilia,Krim-Linde,Tilia euchlora,"6","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"31589","3263033",Acer,Eschen-Ahorn,Acer negundo,"10","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31590","3263041",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"1.5","4","2008",Deutschland Namensnennung 2.0,Land Berlin
"31591","3263043",Acer,Spitz-Ahorn,Acer platanoides,"2","8","2006",Deutschland Namensnennung 2.0,Land Berlin
"31592","3263051",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"31593","3263053",Tilia,Winter-Linde 'Greenspire',Tilia cordata 'Greenspire',"2","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"31594","3263061",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"31595","3263065",Tilia,Sommer-Linde,Tilia platyphyllos,"2","7","2006",Deutschland Namensnennung 2.0,Land Berlin
"31596","3263071",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"3","7","2006",Deutschland Namensnennung 2.0,Land Berlin
"31597","3263095",Populus,,Populus spec.,"3.5","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31598","3263148",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"4","12","1925",Deutschland Namensnennung 2.0,Land Berlin
"31599","3263153",Sorbus,Vogelbeere,Sorbus aucuparia,"4.5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"31600","3263157",Populus,Simons Pappel,Populus simonii,"4","22","1982",Deutschland Namensnennung 2.0,Land Berlin
"31601","3263158",Populus,Simons Pappel,Populus simonii,"7","22","1982",Deutschland Namensnennung 2.0,Land Berlin
"31602","3263159",Quercus,,Platanus acerifolia,"12","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"31603","3263166",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"31604","3263181",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"31605","3263182",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31606","3263183",Betula,,Betula pendula,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"31607","3263211",Liriodendron,Amerikanischer Tulpenbaum,Liriodendron tulipifera,"1","4","2014",Deutschland Namensnennung 2.0,Land Berlin
"31608","3263216",Quercus,,Platanus acerifolia,"4","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"31609","3263224",Salix,Sal-Weide,Salix caprea,"5","5","1995",Deutschland Namensnennung 2.0,Land Berlin
"31610","3263585",Acer,Spitz-Ahorn,Acer platanoides,"8","15","1950",Deutschland Namensnennung 2.0,Land Berlin
"31611","3263255",Quercus,,Platanus acerifolia,"6","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"31612","3263257",Ailanthus,,Ailanthus altissima,"6","14","1984",Deutschland Namensnennung 2.0,Land Berlin
"31613","3263259",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"4","4","1985",Deutschland Namensnennung 2.0,Land Berlin
"31614","3263274",Tilia,Sommer-Linde,Tilia platyphyllos,"10","17","1925",Deutschland Namensnennung 2.0,Land Berlin
"31615","3263276",Tilia,Winter-Linde 'Dilia',Tilia spec.,"7","12","1966",Deutschland Namensnennung 2.0,Land Berlin
"31616","3263354",Acer,Feld-Ahorn,Acer campestre,"4","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"31617","3263362",Sorbus,Vogelbeere,Sorbus aucuparia,"5","8","1993",Deutschland Namensnennung 2.0,Land Berlin
"31618","3263364",Acer,Spitz-Ahorn,Acer platanoides,"2","10","2003",Deutschland Namensnennung 2.0,Land Berlin
"31619","3263376",Tilia,Krim-Linde,Tilia euchlora,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"31620","3263378",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"31621","3263394",Tilia,Silber-Linde,Tilia tomentosa,"10","12","1936",Deutschland Namensnennung 2.0,Land Berlin
"31622","3263397",Tilia,Silber-Linde,Tilia tomentosa,"13","17","1936",Deutschland Namensnennung 2.0,Land Berlin
"31623","3263398",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"1.5","12","1998",Deutschland Namensnennung 2.0,Land Berlin
