fid,id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"1332","3242095",Tilia,Winter-Linde,Tilia cordata,"8","12","1924",Deutschland Namensnennung 2.0,Land Berlin
"1333","3242102",Betula,,Betula pendula,"4","22","1965",Deutschland Namensnennung 2.0,Land Berlin
"1334","3242105",Prunus,Japanische Blütenkirsche 'Kanzan',Prunus serrulata 'Kanzan',"3","5","1982",Deutschland Namensnennung 2.0,Land Berlin
"1335","3242106",Prunus,Japanische Blütenkirsche 'Kanzan',Prunus serrulata 'Kanzan',"3","3","1994",Deutschland Namensnennung 2.0,Land Berlin
"1336","3242107",Prunus,Japanische Blütenkirsche,Prunus serrulata,"3","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"1337","3242145",Tilia,Sommer-Linde,Tilia platyphyllos,"8","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"1338","3242147",Tilia,Sommer-Linde,Tilia platyphyllos,,"17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1339","3242170",Tilia,Sommer-Linde,Tilia platyphyllos,"9","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1340","3242172",Acer,Berg-Ahorn,Acer pseudoplatanus,"12","20","1924",Deutschland Namensnennung 2.0,Land Berlin
"1341","3242181",Quercus,,Platanus acerifolia,"8","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"1342","3242186",Populus,Simons Pappel,Populus simonii,"6","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1343","3242201",Acer,Spitz-Ahorn,Acer platanoides,"7","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"1344","3242207",Quercus,,Platanus acerifolia,"6","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1345","3242210",Tilia,Winter-Linde,Tilia cordata,"9","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"1346","3242211",Tilia,Sommer-Linde,Tilia platyphyllos,"5","17","1995",Deutschland Namensnennung 2.0,Land Berlin
"1347","3242223",Tilia,Silber-Linde,Tilia tomentosa,"10","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"1348","3242224",Corylus,Baum-Hasel,Corylus colurna,"1","3","2011",Deutschland Namensnennung 2.0,Land Berlin
"1349","3242227",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"1","3","2011",Deutschland Namensnennung 2.0,Land Berlin
"1350","3242228",Prunus,Japanische Blütenkirsche 'Kanzan',Prunus serrulata 'Kanzan',"3","8","1991",Deutschland Namensnennung 2.0,Land Berlin
"1351","3242241",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","3","2012",Deutschland Namensnennung 2.0,Land Berlin
"1352","3242247",Tilia,Sommer-Linde,Tilia platyphyllos,"5","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1353","3242249",Tilia,Sommer-Linde,Tilia platyphyllos,"8","20","1924",Deutschland Namensnennung 2.0,Land Berlin
"1354","3242253",Fraxinus,Blumen-Esche,Fraxinus ornus,"1","4","2012",Deutschland Namensnennung 2.0,Land Berlin
"1355","3242268",Tilia,Sommer-Linde,Tilia platyphyllos,"6","17","1924",Deutschland Namensnennung 2.0,Land Berlin
"1356","3242272",Gleditsia,Amerikanische Gleditschie 'Skyline',Gleditsia triacanthos 'Skyline',"1","3","2014",Deutschland Namensnennung 2.0,Land Berlin
"1357","3242297",Acer,Spitz-Ahorn,Acer platanoides,"2","11","1999",Deutschland Namensnennung 2.0,Land Berlin
"1358","3242307",Acer,Eschen-Ahorn,Acer negundo,"3","15","1986",Deutschland Namensnennung 2.0,Land Berlin
"1359","3242313",Alnus,,Alnus spaethii,"1.5","3.5","2014",Deutschland Namensnennung 2.0,Land Berlin
"1360","3242323",Tilia,Winter-Linde,Tilia cordata,"6","10","1965",Deutschland Namensnennung 2.0,Land Berlin
"1361","3242329",Quercus,Stiel-Eiche,Quercus robur,"9","20","1924",Deutschland Namensnennung 2.0,Land Berlin
"1362","3242352",Acer,Spitz-Ahorn 'Globosum',Acer platanoides 'Globosum',"4.5","8","1991",Deutschland Namensnennung 2.0,Land Berlin
"1363","3242354",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"3","10","2006",Deutschland Namensnennung 2.0,Land Berlin
"1364","3242355",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","10","2006",Deutschland Namensnennung 2.0,Land Berlin
"1365","3242366",Quercus,,Platanus acerifolia,"2","7","2008",Deutschland Namensnennung 2.0,Land Berlin
"1366","3242371",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"1367","3242375",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","3","2006",Deutschland Namensnennung 2.0,Land Berlin
"1368","3242379",Quercus,,Platanus acerifolia,"6","17","1997",Deutschland Namensnennung 2.0,Land Berlin
"1369","3242381",Acer,,Acer platanoides 'Olmstedt',"2.5","7","2003",Deutschland Namensnennung 2.0,Land Berlin
"1370","3242386",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"1371","3242404",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"2","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"1372","3242415",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","9","1965",Deutschland Namensnennung 2.0,Land Berlin
"1373","3243848",Ulmus,,Ulmus spec.,,"22","1987",Deutschland Namensnennung 2.0,Land Berlin
"1374","3242445",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1375","3242451",Quercus,,Platanus acerifolia,"2","7","2011",Deutschland Namensnennung 2.0,Land Berlin
"1376","3242464",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1998",Deutschland Namensnennung 2.0,Land Berlin
"1377","3242468",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"1378","3242469",Acer,Berg-Ahorn,Acer pseudoplatanus,"5.5","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"1379","3242482",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","7","2009",Deutschland Namensnennung 2.0,Land Berlin
"1380","3242490",Quercus,,Platanus acerifolia,"10","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1381","3242491",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"1382","3242501",Carpinus,Gewöhnliche Hainbuche 'Fastigiata',Carpinus betulus 'Fastigiata',"1.5","7","2014",Deutschland Namensnennung 2.0,Land Berlin
"1383","3242505",Grewia,,Ginkgo biloba,"1","3","2010",Deutschland Namensnennung 2.0,Land Berlin
"1384","3242512",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"3","12","1989",Deutschland Namensnennung 2.0,Land Berlin
"1385","3242523",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"4","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"1386","3242530",Quercus,Stiel-Eiche,Quercus robur,"5","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"1387","3242548",Tilia,Winter-Linde,Tilia cordata,"9","27","1924",Deutschland Namensnennung 2.0,Land Berlin
"1388","3242567",Corylus,Baum-Hasel,Corylus colurna,"9","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1389","3242571",Tilia,Winter-Linde,Tilia cordata,"1.5","5","2008",Deutschland Namensnennung 2.0,Land Berlin
"1390","3242589",Acer,Berg-Ahorn 'Atropurpureum',Acer pseudoplatanus 'Atropurpureum',"1.5","7","2008",Deutschland Namensnennung 2.0,Land Berlin
"1391","3242630",Tilia,Winter-Linde 'Rancho',Tilia cordata 'Rancho',,"5","2015",Deutschland Namensnennung 2.0,Land Berlin
"1392","3242636",Tilia,Krim-Linde,Tilia euchlora,,"4","2015",Deutschland Namensnennung 2.0,Land Berlin
"1393","3242645",Catalpa,Gewöhnlicher Trompetenbaum,Catalpa bignonioides,"3","4","2011",Deutschland Namensnennung 2.0,Land Berlin
"1394","3242662",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"1395","3242670",Acer,Feld-Ahorn,Acer campestre,"4","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1396","3242726",Populus,Simons Pappel,Populus simonii,"8","17","1957",Deutschland Namensnennung 2.0,Land Berlin
"1397","3242727",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","3","2012",Deutschland Namensnennung 2.0,Land Berlin
"1398","3242731",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"5","7","2003",Deutschland Namensnennung 2.0,Land Berlin
"1399","3242746",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"5","7","1987",Deutschland Namensnennung 2.0,Land Berlin
"1400","3242756",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"1.5","5.5","2003",Deutschland Namensnennung 2.0,Land Berlin
"1401","3242764",Quercus,Sumpf-Eiche,Quercus palustris,"4","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"1402","3242768",Tilia,Winter-Linde 'Greenspire',Tilia cordata 'Greenspire',"2","8","2006",Deutschland Namensnennung 2.0,Land Berlin
"1403","3242772",Malus,Holz-Apfel,Malus sylvestris,"3","4","1983",Deutschland Namensnennung 2.0,Land Berlin
"1404","3242805",Tilia,Winter-Linde,Tilia cordata,"1.5","7","2008",Deutschland Namensnennung 2.0,Land Berlin
"1405","3242813",Tilia,Winter-Linde,Tilia cordata,"1","5","2008",Deutschland Namensnennung 2.0,Land Berlin
"1406","3242820",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"1","5","2008",Deutschland Namensnennung 2.0,Land Berlin
"1407","3242828",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"1408","3242834",Acer,Rot-Ahorn,Acer rubrum,"1","5","2014",Deutschland Namensnennung 2.0,Land Berlin
"1409","3242883",Ulmus,Berg-Ulme,Ulmus glabra,"7","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"1410","3242884",Ulmus,Berg-Ulme,Ulmus glabra,"5","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"1411","3242888",Ulmus,Berg-Ulme,Ulmus glabra,"10","17","1960",Deutschland Namensnennung 2.0,Land Berlin
"1412","3242890",Ulmus,Berg-Ulme,Ulmus glabra,"10","12","1940",Deutschland Namensnennung 2.0,Land Berlin
"1413","3242893",Ulmus,Berg-Ulme,Ulmus glabra,"4","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"1414","3242901",Salix,Silber-Weide,Salix alba,"8","12","1975",Deutschland Namensnennung 2.0,Land Berlin
"1415","3242916",Betula,,Betula pendula,"9","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"1416","3242924",Populus,Balsam-Pappel,Populus balsamifera,"7","27","1966",Deutschland Namensnennung 2.0,Land Berlin
"1417","3242935",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1418","3242936",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1419","3242954",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"4","7","2003",Deutschland Namensnennung 2.0,Land Berlin
"1420","3242966",Corylus,Baum-Hasel,Corylus colurna,"2","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1421","3242968",Corylus,Baum-Hasel,Corylus colurna,"2","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1422","3242973",Acer,Berg-Ahorn,Acer pseudoplatanus,"5.5","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"1423","3242975",Acer,Spitz-Ahorn,Acer platanoides,"2","3","2000",Deutschland Namensnennung 2.0,Land Berlin
"1424","3242977",Sorbus,Schwedische Mehlbeere,Sorbus intermedia,"3","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"1425","3242982",Populus,,Populus x canadensis Hybride,"10","25","1940",Deutschland Namensnennung 2.0,Land Berlin
"1426","3243007",Acer,Spitz-Ahorn,Acer platanoides,"2.5","9","2001",Deutschland Namensnennung 2.0,Land Berlin
"1427","3243018",Acer,Spitz-Ahorn,Acer platanoides,"8","17","1985",Deutschland Namensnennung 2.0,Land Berlin
"1428","3243030",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"8","12","2002",Deutschland Namensnennung 2.0,Land Berlin
"1429","3243038",Quercus,,Platanus acerifolia,"10","25","1909",Deutschland Namensnennung 2.0,Land Berlin
"1430","3243039",Quercus,,Platanus acerifolia,"5","18","1999",Deutschland Namensnennung 2.0,Land Berlin
"1431","3243044",Gleditsia,Amerikanische Gleditschie,Gleditsia triacanthos,"7","12","2001",Deutschland Namensnennung 2.0,Land Berlin
"1432","3243063",Acer,Spitz-Ahorn,Acer platanoides,"3","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1433","3243083",Acer,Feld-Ahorn 'Elsrijk',Acer campestre 'Elsrijk',"3","12","2002",Deutschland Namensnennung 2.0,Land Berlin
"1434","3243092",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1435","3243094",Acer,Spitz-Ahorn,Acer platanoides,"6","20","1998",Deutschland Namensnennung 2.0,Land Berlin
"1436","3243115",Prunus,Japanische Blütenkirsche 'Kanzan',Prunus serrulata 'Kanzan',"3","6","1982",Deutschland Namensnennung 2.0,Land Berlin
"1437","3243123",Tilia,Sommer-Linde,Tilia platyphyllos,"4","7","1965",Deutschland Namensnennung 2.0,Land Berlin
"1438","3243126",Populus,Berliner Pappel,Populus berolinensis,"12","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"1439","3243128",Populus,Berliner Pappel,Populus berolinensis,"12","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"1440","3243129",Populus,Berliner Pappel,Populus berolinensis,"12","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"1441","3243133",Populus,Berliner Pappel,Populus berolinensis,"12","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"1442","3243140",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","17","1986",Deutschland Namensnennung 2.0,Land Berlin
"1443","3243142",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"2","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"1444","3243144",Populus,,Populus x canadensis Hybride,"12","27","1960",Deutschland Namensnennung 2.0,Land Berlin
"1445","3243146",Populus,Italienische Pappel,Populus nigra 'Italica',"6","17","1976",Deutschland Namensnennung 2.0,Land Berlin
"1446","3243149",Populus,Balsam-Pappel,Populus balsamifera,"10","27","1966",Deutschland Namensnennung 2.0,Land Berlin
"1447","3243152",Robinia,,Robinia spec.,"5","22","1965",Deutschland Namensnennung 2.0,Land Berlin
"1448","3243159",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1449","3243160",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1450","3243164",Acer,Spitz-Ahorn,Acer platanoides,"2.5","8","1982",Deutschland Namensnennung 2.0,Land Berlin
"1451","3243165",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1452","3243174",Aesculus,,Aesculus carnea,"4.5","7","2005",Deutschland Namensnennung 2.0,Land Berlin
"1453","3243211",Corylus,Baum-Hasel,Corylus colurna,"3","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"1454","3243213",Prunus,,Prunus avium,"2.5","3","2003",Deutschland Namensnennung 2.0,Land Berlin
"1455","3243218",Tilia,Winter-Linde,Tilia cordata,"3","12","2004",Deutschland Namensnennung 2.0,Land Berlin
"1456","3243220",Acer,Feld-Ahorn 'Elsrijk',Acer campestre 'Elsrijk',"3","12","2003",Deutschland Namensnennung 2.0,Land Berlin
"1457","3243225",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"3.5","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"1458","3243229",Fraxinus,Blumen-Esche,Fraxinus ornus,"5","8","1965",Deutschland Namensnennung 2.0,Land Berlin
"1459","3243234",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","5","1992",Deutschland Namensnennung 2.0,Land Berlin
"1460","3243248",Acer,Spitz-Ahorn,Acer platanoides,"6","17","1970",Deutschland Namensnennung 2.0,Land Berlin
"1461","3243260",Quercus,,Platanus acerifolia,"6","12","1983",Deutschland Namensnennung 2.0,Land Berlin
"1462","3243265",Sorbus,Vogelbeere,Sorbus aucuparia,"6","7","1986",Deutschland Namensnennung 2.0,Land Berlin
"1463","3243267",Quercus,,Platanus acerifolia,"10","20","1975",Deutschland Namensnennung 2.0,Land Berlin
"1464","3243278",Tilia,Krim-Linde,Tilia euchlora,"5","12","1920",Deutschland Namensnennung 2.0,Land Berlin
"1465","3243281",Betula,,Betula pendula,"8","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"1466","3243283",Betula,,Betula pendula,"7","15","1985",Deutschland Namensnennung 2.0,Land Berlin
"1467","3243287",Tilia,Sommer-Linde,Tilia platyphyllos,"2.5","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1468","3243290",Tilia,Sommer-Linde,Tilia platyphyllos,"3","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"1469","3243291",Tilia,Sommer-Linde,Tilia platyphyllos,"4","15","1982",Deutschland Namensnennung 2.0,Land Berlin
"1470","3243294",Tilia,Winter-Linde,Tilia cordata,"9","27","1924",Deutschland Namensnennung 2.0,Land Berlin
"1471","3243296",Populus,Berliner Pappel,Populus berolinensis,"14","17","1955",Deutschland Namensnennung 2.0,Land Berlin
"1472","3243302",Acer,Feld-Ahorn,Acer campestre,"2","4","2013",Deutschland Namensnennung 2.0,Land Berlin
"1473","3243308",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1992",Deutschland Namensnennung 2.0,Land Berlin
"1474","3243318",Tilia,Krim-Linde,Tilia euchlora,"8","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"1475","3243330",Tilia,Krim-Linde,Tilia euchlora,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1476","3243351",Quercus,,Platanus acerifolia,"1.5","7","2011",Deutschland Namensnennung 2.0,Land Berlin
"1477","3243353",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"8","19","1963",Deutschland Namensnennung 2.0,Land Berlin
"1478","3243367",Tilia,Winter-Linde,Tilia cordata,"1.5","5","2008",Deutschland Namensnennung 2.0,Land Berlin
"1479","3243383",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"1","3","2008",Deutschland Namensnennung 2.0,Land Berlin
"1480","3243384",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',,"3","2012",Deutschland Namensnennung 2.0,Land Berlin
"1481","3243385",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',,"3","2012",Deutschland Namensnennung 2.0,Land Berlin
"1482","3243402",Ulmus,Feld-Ulme,Ulmus minor,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"1483","3243416",Tilia,Winter-Linde,Tilia cordata,"15","17","1940",Deutschland Namensnennung 2.0,Land Berlin
"1484","3243434",Populus,Echte Schwarz-Pappel,Populus nigra,"5","27","1980",Deutschland Namensnennung 2.0,Land Berlin
"1485","3243439",Acer,Spitz-Ahorn,Acer platanoides,"10","15","1970",Deutschland Namensnennung 2.0,Land Berlin
"1486","3243462",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"3","7","2003",Deutschland Namensnennung 2.0,Land Berlin
"1487","3243463",Quercus,,Platanus acerifolia,"6","25","1995",Deutschland Namensnennung 2.0,Land Berlin
"1488","3243467",Populus,Simons Pappel,Populus simonii,"8","17","1957",Deutschland Namensnennung 2.0,Land Berlin
"1489","3243471",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',,"5","2014",Deutschland Namensnennung 2.0,Land Berlin
"1490","3243476",Populus,Italienische Pappel,Populus nigra 'Italica',"4","25","1940",Deutschland Namensnennung 2.0,Land Berlin
"1491","3243479",Tilia,Winter-Linde,Tilia cordata,"3","9","2002",Deutschland Namensnennung 2.0,Land Berlin
"1492","3243496",Tilia,Sommer-Linde,Tilia platyphyllos,"3.5","7.5","2001",Deutschland Namensnennung 2.0,Land Berlin
"1493","3243503",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","7","2014",Deutschland Namensnennung 2.0,Land Berlin
"1494","3243509",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","10","1980",Deutschland Namensnennung 2.0,Land Berlin
"1495","3243514",Betula,,Betula pendula,"6","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"1496","3243521",Populus,Berliner Pappel,Populus berolinensis,"16","27","1955",Deutschland Namensnennung 2.0,Land Berlin
"1497","3243554",Quercus,,Platanus acerifolia,"1.5","7","2013",Deutschland Namensnennung 2.0,Land Berlin
"1498","3243561",Populus,Echte Schwarz-Pappel,Populus nigra,"10","25","2001",Deutschland Namensnennung 2.0,Land Berlin
"1499","3243595",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"1","5","2008",Deutschland Namensnennung 2.0,Land Berlin
"1500","3243601",Acer,Silber-Ahorn,Acer saccharinum,"10","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1501","3243866",Quercus,,Picea pungens,"6","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"1502","3243628",Populus,Berliner Pappel,Populus berolinensis,"12","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"1503","3243632",Populus,Berliner Pappel,Populus berolinensis,"12","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"1504","3243634",Betula,,Betula pendula,,"10","1995",Deutschland Namensnennung 2.0,Land Berlin
"1505","3243639",Quercus,Stiel-Eiche,Quercus robur,,"7","1996",Deutschland Namensnennung 2.0,Land Berlin
"1506","3243663",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1507","3243673",Acer,Spitz-Ahorn 'Schwedleri',Acer platanoides 'Schwedleri',"6","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"1508","3243685",Corylus,Baum-Hasel,Corylus colurna,"2","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1509","3243687",Corylus,Baum-Hasel,Corylus colurna,"2","7","2001",Deutschland Namensnennung 2.0,Land Berlin
"1510","3243696",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"1","12","2006",Deutschland Namensnennung 2.0,Land Berlin
"1511","3243718",Crataegus,,Crataegus laevigata 'Paul´s Scarlet',"3","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"1512","3243734",Tilia,Winter-Linde 'Rancho',Tilia cordata 'Rancho',"1","4","2017",Deutschland Namensnennung 2.0,Land Berlin
"1513","3243736",Tilia,Winter-Linde 'Rancho',Tilia cordata 'Rancho',"1","4","2017",Deutschland Namensnennung 2.0,Land Berlin
"1514","3243737",Quercus,,Picea pungens,"3","7","1980",Deutschland Namensnennung 2.0,Land Berlin
"1515","3243740",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6.5","14","1973",Deutschland Namensnennung 2.0,Land Berlin
"1516","3243743",Quercus,Stiel-Eiche 'Fastigiata',Quercus robur 'Fastigiata',"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"1517","3243745",Quercus,Stiel-Eiche 'Fastigiata',Quercus robur 'Fastigiata',"4","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"1518","3243746",Tilia,Winter-Linde,Tilia cordata,"3","7","1995",Deutschland Namensnennung 2.0,Land Berlin
"1519","3243749",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"8","15","1950",Deutschland Namensnennung 2.0,Land Berlin
"1520","3243754",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","7","1989",Deutschland Namensnennung 2.0,Land Berlin
"1521","3243776",Acer,Spitz-Ahorn,Acer platanoides,"8","17","1989",Deutschland Namensnennung 2.0,Land Berlin
"1522","3243780",Acer,Spitz-Ahorn,Acer platanoides,"5","15","1965",Deutschland Namensnennung 2.0,Land Berlin
"1523","3243783",Acer,Spitz-Ahorn,Acer platanoides,"6","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"1524","3243791",Populus,Echte Schwarz-Pappel,Populus nigra,"12","25","2001",Deutschland Namensnennung 2.0,Land Berlin
"1525","3243807",Tilia,Krim-Linde,Tilia euchlora,"4","12","2001",Deutschland Namensnennung 2.0,Land Berlin
"1526","3243819",Acer,Spitz-Ahorn,Acer platanoides,"3","10","2000",Deutschland Namensnennung 2.0,Land Berlin
"1527","3243822",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"1528","3243823",Acer,Spitz-Ahorn,Acer platanoides,"5","18","1982",Deutschland Namensnennung 2.0,Land Berlin
"1529","3243828",Pyrus,Chinesische Birne 'Chanticleer',Pyrus calleryana 'Chanticleer',"2","5","2014",Deutschland Namensnennung 2.0,Land Berlin
"1530","3243845",Quercus,Stiel-Eiche,Quercus robur,"5","12","1973",Deutschland Namensnennung 2.0,Land Berlin
"1531","3243867",Tilia,Winter-Linde,Tilia cordata,"7","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"1532","3243868",Tilia,Winter-Linde,Tilia cordata,"13","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"1533","3243889",Tilia,Winter-Linde,Tilia cordata,"4","7","1994",Deutschland Namensnennung 2.0,Land Berlin
"1534","3243898",Acer,Feld-Ahorn,Acer campestre,"3","5","2006",Deutschland Namensnennung 2.0,Land Berlin
"1535","3243913",Magnolia,Kobushi-Magnolie,Magnolia kobus,"1","3","2015",Deutschland Namensnennung 2.0,Land Berlin
"1536","3243914",Quercus,,Platanus acerifolia,,"2","2015",Deutschland Namensnennung 2.0,Land Berlin
"1537","3243930",Tilia,Winter-Linde 'Greenspire',Tilia cordata 'Greenspire',"4","7","1982",Deutschland Namensnennung 2.0,Land Berlin
"1538","3243950",Prunus,Schmitts Kirsche,Prunus x schmittii,"1","12","2008",Deutschland Namensnennung 2.0,Land Berlin
"1539","3243958",Populus,,Populus spec.,"10","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"1540","3243959",Populus,,Populus spec.,"11","27","1965",Deutschland Namensnennung 2.0,Land Berlin
"1541","3243960",Liquidambar,Amerikanischer Amberbaum,Liquidambar styraciflua,"2","4","2011",Deutschland Namensnennung 2.0,Land Berlin
"1542","3243972",Acer,Spitz-Ahorn,Acer platanoides,"4.5","10","1965",Deutschland Namensnennung 2.0,Land Berlin
"1543","3243978",Alnus,,Alnus spaethii,"2.5","8","2013",Deutschland Namensnennung 2.0,Land Berlin
"1544","3243987",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"6","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"1545","3244019",Acer,Feuer-Ahorn,Acer ginnala,"5","3","1990",Deutschland Namensnennung 2.0,Land Berlin
"1546","3244060",Tilia,Winter-Linde,Tilia cordata,"5","12","2003",Deutschland Namensnennung 2.0,Land Berlin
"1547","3244070",Acer,Spitz-Ahorn,Acer platanoides,"8","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"1548","3244092",Betula,,Betula pendula,"4","3","1979",Deutschland Namensnennung 2.0,Land Berlin
